Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating;
Second Sight,PS2,2004,Adventure,Codemasters,0.07,0.05,0,0.02,0.14,76,48,8,23,Free Radical Design,T;
Heroes of Mana,DS,2007,Strategy,Square Enix,0.07,0.01,0.05,0.01,0.14,66,32,tbd,,Brownie Brown,E10+;
Alien: Isolation,PC,2014,Shooter,Sega,0,0.14,0,0.01,0.14,81,41,8.4,1588,Creative Assembly,M;
G.I. Joe: The Rise of Cobra,PSP,2009,Action,Electronic Arts,0.11,0.02,0,0.02,0.14,,,tbd,,Double Helix Games,T;
Just Cause 3,PC,2015,Action,Square Enix,0.03,0.11,0,0.01,0.14,74,50,5.3,529,Avalanche Studios,M;
Monster House,PS2,2006,Adventure,THQ,0.07,0.05,0,0.02,0.14,59,27,tbd,,Artificial Mind and Movement,E10+;
Phantom Brave,PS2,2004,Role-Playing,Tecmo Koei,0.07,0.05,0,0.02,0.14,81,40,7.9,22,Nippon Ichi Software,T;
Thor: God of Thunder,X360,2011,Action,Sega,0.09,0.04,0,0.01,0.14,38,40,5.7,22,Liquid Entertainment,T;
Championship Motocross 2001 featuring Ricky Carmichael,PS,2001,Racing,THQ,0.08,0.05,0,0.01,0.14,70,8,tbd,,Funcom,T;
Kenka Banchou 5: Otoko no Housoku,PSP,2011,Action,Spike,0,0,0.14,0,0.14,,,,,,;
Bejeweled 3,PS3,N/A,Puzzle,Unknown,0.13,0,0,0.02,0.14,76,5,8.2,5,PopCap,E;
Doshin the Giant,GC,2002,Simulation,Nintendo,0,0,0.14,0,0.14,,,,,,;
Star Ocean: Blue Sphere,GB,2001,Role-Playing,Enix Corporation,0,0,0.14,0,0.14,,,,,,;
Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005,Misc,Activision,0.1,0.04,0,0,0.14,,,,,,;
Mojo!,PS2,2003,Puzzle,Mindscape,0.07,0.05,0,0.02,0.14,,,,,,;
Kamen Rider Ryuki,PS,2002,Action,Namco Bandai Games,0,0,0.13,0.01,0.14,,,,,,;
Front Mission Alternative,PS,1997,Strategy,SquareSoft,0,0,0.13,0.01,0.14,,,,,,;
World Championship Poker: Howard Lederer - All In,PSP,2006,Misc,505 Games,0.13,0,0,0.01,0.14,,,,,,;
FIFA Soccer 2005,GC,2004,Sports,Electronic Arts,0.11,0.03,0,0,0.14,78,22,8.5,6,EA Canada,E;
Harvest Moon: Hero of Leaf Valley,PSP,2009,Simulation,Rising Star Games,0.07,0.02,0.05,0.01,0.14,74,6,7.9,12,Marvelous Entertainment,E;
Diner Dash: Flo on the Go,DS,2009,Puzzle,Zoo Games,0.13,0,0,0.01,0.14,,,tbd,,Zoo Games,E;
Hexyz Force,PSP,2009,Role-Playing,Atlus,0.07,0,0.06,0.01,0.14,68,13,7.3,21,Sting,T;
Power Stone,DC,1998,Fighting,Eidos Interactive,0,0,0.14,0,0.14,,,,,,;
Jonny Moseley Mad Trix,PS2,2001,Sports,3DO,0.07,0.05,0,0.02,0.14,44,14,5.7,6,3DO,T;
Uta no * Prince-Sama: Repeat,PSP,2011,Adventure,Broccoli,0,0,0.14,0,0.14,,,,,,;
Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012,Action,Marvelous Entertainment,0,0,0.14,0,0.14,,,,,,;
MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,Codemasters,0.07,0.05,0,0.02,0.14,79,28,8.6,8,Mix Max,T;
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010,Role-Playing,Nippon Ichi Software,0.07,0,0.06,0.01,0.14,,,,,,;
Gundam Breaker 2,PS3,2014,Action,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,;
.hack//Link,PSP,2010,Role-Playing,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,;
Terminator 3: Rise of the Machines,XB,2003,Action,Atari,0.11,0.03,0,0.01,0.14,35,24,2,10,Black Ops Entertainment,T;
SSX On Tour,XB,2005,Sports,Electronic Arts,0.11,0.03,0,0.01,0.14,81,35,8.1,10,EA Canada,E;
NCAA College Basketball 2K3,XB,2002,Sports,Sega,0.11,0.03,0,0.01,0.14,84,12,8.4,5,Kush Games,E;
Victorious Boxers: Revolution,Wii,2007,Fighting,Ubisoft,0.07,0,0.06,0.01,0.14,59,26,5.4,8,Cavia Inc.,T;
Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,0,0.09,0.02,0.02,0.14,40,17,2.9,9,Giants Software,E;
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,Namco Bandai Games,0.03,0,0.11,0,0.14,63,25,6.9,11,Microvision,E10+;
Doom,GBA,2001,Shooter,Activision,0.1,0.04,0,0,0.14,81,24,8.5,15,David A. Palmer Productions,T;
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010,Puzzle,Astragon,0.09,0.04,0,0.01,0.14,,,,,,;
Mary-Kate and Ashley: Winners Circle,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0,0.01,0.14,,,,,,;
Jewel Quest Solitaire,DS,2009,Puzzle,GSP,0,0.13,0,0.02,0.14,,,,,,;
PaRappa The Rapper 2,PS2,2001,Misc,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,67,26,6.6,26,NanaOn-Sha,E;
OutRun 2,XB,2004,Racing,Sega,0.11,0.03,0,0.01,0.14,,,,,,;
Okami,PS3,2012,Action,Capcom,0,0,0.14,0,0.14,,,,,,;
Marvel vs. Capcom 2: New Age of Heroes,DC,2000,Fighting,Virgin Interactive,0,0,0.14,0,0.14,,,,,,;
Super Dodgeball Brawlers,DS,2008,Sports,Arc System Works,0.13,0,0,0.01,0.14,65,12,tbd,,Million,E;
NFL Head Coach 09,PS3,2008,Sports,Electronic Arts,0.13,0,0,0.01,0.14,64,12,7.1,12,EA Tiburon,E;
Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.11,0.03,0,0.01,0.14,81,27,9.1,32,Io Interactive,M;
Soukaigi,PS,1998,Role-Playing,SquareSoft,0,0,0.13,0.01,0.14,,,,,,;
PANGYA: Fantasy Golf,PSP,2009,Sports,Takara Tomy,0.09,0,0.04,0.01,0.14,77,16,7,13,Ntreev Soft,E10+;
Fast Food Panic,DS,2010,Simulation,Nobilis,0.13,0,0,0.01,0.14,,,tbd,,Dorasu,E;
Pipe Mania,PS2,2008,Puzzle,Empire Interactive,0.07,0.05,0,0.02,0.14,68,4,tbd,,Razorworks Studios,E;
Xevious 3D/G+,PS,1997,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14,,,,,,;
Metal Gear Solid V: Ground Zeroes,X360,2014,Action,Konami Digital Entertainment,0.07,0.05,0.01,0.01,0.14,,,5.7,148,Kojima Productions,M;
Gretzky NHL 06,PSP,2005,Sports,Sony Computer Entertainment,0.13,0,0,0.01,0.14,65,22,6.8,4,Page 44 Studios,E10+;
Shonen Jump's Shaman King: Master of Spirits,GBA,2004,Role-Playing,Konami Digital Entertainment,0.1,0.04,0,0,0.14,,,,,,;
Kid Adventures: Sky Captain,Wii,2010,Action,Unknown,0.09,0.04,0,0.01,0.14,,,tbd,,Torus Games,E;
NFL Blitz 20-03,XB,2002,Sports,Midway Games,0.11,0.03,0,0.01,0.14,72,12,7.8,4,Point of View,E;
PaRappa The Rapper,PSP,2006,Misc,Sony Computer Entertainment,0.11,0,0.02,0.02,0.14,67,43,5.2,16,Epics,E;
Pirates: The Legend of Black Kat,PS2,2002,Adventure,Electronic Arts,0.07,0.05,0,0.02,0.14,72,24,7.9,8,Westwood Studios,T;
Fur Fighters: Viggo's Revenge,PS2,2001,Action,Acclaim Entertainment,0.07,0.05,0,0.02,0.14,64,15,7.3,37,Bizarre Creations,T;
Thor: God of Thunder,PS3,2011,Action,Sega,0.07,0.05,0,0.02,0.14,39,35,4.4,19,Liquid Entertainment,T;
Krull,2600,1982,Action,Atari,0.13,0.01,0,0,0.14,,,,,,;
The Walking Dead: Season One,PSV,2013,Adventure,Square Enix,0.1,0,0.01,0.03,0.14,,,,,,;
Yu-Gi-Oh! Monster Capture GB,GB,2000,Role-Playing,Konami Digital Entertainment,0,0,0.14,0,0.14,,,,,,;
Zapper: One Wicked Cricket!,GBA,2002,Platform,Infogrames,0.1,0.04,0,0,0.14,,,,,,;
Skylanders Imaginators,PS4,2016,Platform,Activision,0.04,0.08,0,0.02,0.14,80,47,5.5,17,Toys for Bob,E10+;
The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.07,0.05,0,0.02,0.14,54,43,8,24,Double Helix Games,T;
Scooby-Doo! Night of 100 Frights,XB,2003,Platform,THQ,0.11,0.03,0,0.01,0.14,,,,,,;
Naruto Shippuden: Ninja Destiny 3,DS,2006,Fighting,D3Publisher,0,0.01,0.13,0,0.14,,,,,,;
Ford Racing Off Road,PSP,2008,Racing,Xplosiv,0.05,0.08,0,0.02,0.14,47,6,tbd,,Razorworks,E;
Chicken Shoot,DS,2007,Action,Zoo Digital Publishing,0.13,0,0,0.01,0.14,19,4,3.1,7,FrontLine Studios,E10+;
Dead to Rights,GC,2002,Shooter,Electronic Arts,0.11,0.03,0,0,0.14,77,16,8.7,7,Namco,M;
Scarface: The World is Yours,Wii,2007,Action,Vivendi Games,0.12,0.01,0,0.01,0.14,71,23,8.4,29,Radical Entertainment,M;
Top Spin 4,Wii,2011,Sports,Take-Two Interactive,0.04,0.08,0,0.02,0.14,54,8,7.4,7,2K Games,E;
Sphinx and the Cursed Mummy,GC,2003,Action,THQ,0.11,0.03,0,0,0.14,79,22,8.8,12,Eurocom Entertainment Software,T;
Disney's Planes,Wii,2013,Simulation,Disney Interactive Studios,0.07,0.06,0,0.01,0.14,,,tbd,,Behaviour Interactive,E;
MX vs. ATV Reflex,DS,2009,Racing,THQ,0.13,0,0,0.01,0.14,,,tbd,,Rainbow Studios,E;
Hero's Saga Laevatein Tactics,DS,2008,Role-Playing,GungHo,0.13,0,0,0.01,0.14,62,10,tbd,,GungHo,T;
Cabela's Outdoor Adventures (2009),PS2,2009,Sports,Activision Value,0.07,0.05,0,0.02,0.14,,,6.6,5,Sand Grain Studios,T;
Cranium Kabookii,Wii,2007,Misc,Ubisoft,0.13,0,0,0.01,0.14,64,9,5.4,13,Ubisoft Quebec,E;
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998,Adventure,Sunsoft,0.08,0.05,0,0.01,0.14,,,,,,;
Active Life Explorer,Wii,2010,Sports,Namco Bandai Games,0.13,0,0,0.01,0.14,,,tbd,,h.a.n.d. Inc.,E;
XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.04,0.08,0,0.02,0.14,88,28,8,116,Firaxis Games,T;
Naruto RPG 2: Chidori vs Rasengan,DS,2005,Role-Playing,Tomy Corporation,0,0,0.14,0,0.14,,,,,,;
Our House Party!,Wii,N/A,Simulation,Unknown,0.13,0,0,0.01,0.14,,,,,,;
Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,0.03,0.1,0,0.01,0.14,79,9,7.3,65,Konami,E;
Project V6,PS,1998,Strategy,General Entertainment,0,0,0.13,0.01,0.14,,,,,,;
Destruction Derby Raw,PS,2000,Racing,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14,69,9,7.3,14,Studio 33,E;
Risen 2: Dark Waters,X360,2012,Role-Playing,Deep Silver,0.05,0.08,0,0.01,0.14,60,18,6,58,Piranha Bytes,M;
World Tour Soccer 2003,PS2,2002,Sports,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,78,21,8.3,7,SCEE London Studio,E;
Akiba's Trip,PSP,2011,Adventure,Acquire,0,0,0.14,0,0.14,,,,,,;
Arctic Tale,DS,2007,Adventure,Zoo Digital Publishing,0.13,0,0,0.01,0.14,38,4,tbd,,Atomic Planet Entertainment,E;
Bravo Air Race,PS,1997,Racing,THQ,0.08,0.05,0,0.01,0.14,,,,,,;
Onimusha Essentials,PS2,2008,Action,Capcom,0.07,0.05,0,0.02,0.14,,,tbd,,Capcom,M;
Gundam: The Battle Master,PS,1997,Fighting,Namco Bandai Games,0,0,0.13,0.01,0.14,,,,,,;
Ben 10 Galactic Racing,3DS,2011,Racing,D3Publisher,0.07,0.07,0,0.01,0.14,,,tbd,,Monkey Bar Games,E;
ArmA II,PC,2009,Shooter,505 Games,0,0.12,0,0.02,0.14,77,38,7.5,589,Bohemia Interactive,M;
WWE 2K17,PS3,2016,Sports,Take-Two Interactive,0.05,0.07,0,0.02,0.14,,,4.1,9,Yuke's,T;
Spyro: A Hero's Tail,XB,2004,Platform,Vivendi Games,0.11,0.03,0,0.01,0.14,64,17,9.1,10,Eurocom Entertainment Software,E;
¡Shin Chan Flipa en colores!,DS,2007,Platform,505 Games,0,0,0.14,0,0.14,,,,,,;
Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0,0.13,0,0.01,0.14,85,60,8.9,1404,Colossal Order,E;
Drawn to Life Collection,DS,2010,Misc,THQ,0.13,0,0,0.01,0.14,,,tbd,,5TH Cell,E;
Eternal Poison,PS2,2008,Role-Playing,Banpresto,0.07,0.05,0,0.02,0.14,65,11,8.2,9,Flight-Plan,T;
Gretzky NHL 06,PS2,2005,Sports,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,62,24,tbd,,Page 44 Studios,E10+;
Gungrave: Overdose,PS2,2004,Shooter,Play It,0.07,0.05,0,0.02,0.14,68,50,8.7,12,Seta Corporation,M;
Metal Slug Anthology,Wii,2006,Shooter,Ignition Entertainment,0.12,0.01,0,0.01,0.14,73,38,8,22,Terminal Reality,T;
Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,2011,Strategy,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,;
The Orange Box,PC,2007,Shooter,Electronic Arts,0,0.11,0,0.03,0.14,96,34,9.3,1495,Valve Software,M;
Shovel Knight,3DS,2015,Platform,Yacht Club Games,0.08,0.04,0.02,0.01,0.14,90,9,8.2,225,Yacht Club Games,E;
Pro Evolution Soccer 2015,X360,2014,Sports,Konami Digital Entertainment,0.05,0.08,0,0.01,0.14,,,6.8,29,Konami,E;
NBA ShootOut 2002,PS,2001,Sports,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14,53,10,tbd,,989 Sports,E;
The Granstream Saga,PS,1997,Role-Playing,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14,,,,,,;
Power Gig: Rise of the SixString,PS3,2010,Misc,Unknown,0.13,0,0,0.01,0.14,36,10,0.5,4,Seven45 Studios,T;
Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,0.08,0,0.05,0.01,0.14,70,35,8.9,9,Namco,E;
Bio FREAKS,N64,1998,Action,GT Interactive,0.11,0.03,0,0,0.14,,,,,,;
Bassmasters 2000,N64,1999,Sports,THQ,0.11,0.03,0,0,0.14,,,,,,;
WCW Backstage Assault,N64,N/A,Action,Unknown,0.11,0.03,0,0,0.14,,,,,,;
Micro Machines 64 Turbo,N64,1999,Racing,Codemasters,0.11,0.03,0,0,0.14,,,,,,;
Baldur's Gate: Dark Alliance,GC,2002,Role-Playing,Virgin Interactive,0.11,0.03,0,0,0.14,79,10,7.7,22,High Voltage Software,T;
Eternal Eyes,PS,1999,Role-Playing,Sunsoft,0.08,0.05,0,0.01,0.14,,,,,,;
The Walking Dead: Season Two,XOne,2014,Adventure,Telltale Games,0.08,0.05,0,0.01,0.14,,,,,,;
Dream Pinball 3D,Wii,2008,Misc,SouthPeak Games,0.1,0.02,0,0.01,0.14,54,8,7.6,7,TopWare Interactive,E10+;
Fate/Unlimited Codes,PS2,2008,Fighting,Capcom,0,0,0.14,0,0.14,,,,,,;
Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.01,0.1,0,0.02,0.14,93,33,9,1497,BioWare,T;
The Operative: No One Lives Forever,PS2,2002,Shooter,Electronic Arts,0.07,0.05,0,0.02,0.14,67,23,8,16,Monolith Productions,T;
Gallop & Ride!,Wii,2008,Sports,THQ,0.13,0,0,0.01,0.14,,,,,,;
Epidemic,PS,1995,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14,,,,,,;
Monster House,GC,2006,Adventure,THQ,0.11,0.03,0,0,0.14,60,18,tbd,,Artificial Mind and Movement,E10+;
Backyard Sports: Sandlot Sluggers,DS,2010,Sports,Atari,0.13,0,0,0.01,0.14,,,tbd,,Powerhead Games,E;
Dead or Alive 2,DC,2000,Fighting,Acclaim Entertainment,0,0,0.14,0,0.14,,,,,,;
Buck Fever,Wii,2009,Sports,Destineer,0.13,0,0,0.01,0.14,,,tbd,,Destineer,T;
Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015,Action,Capcom,0,0,0.14,0,0.14,,,,,,;
Cabela's African Safari,X360,2006,Sports,Activision Value,0.13,0,0,0.01,0.14,53,4,5,8,FUN Labs,T;
NCAA Basketball Final Four 97,PS,1997,Sports,Mindscape,0.08,0.05,0,0.01,0.14,,,,,,;
Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,71,17,8.5,11,Appaloosa Interactive,E;
Atari's Greatest Hits: Volume 1,DS,2010,Misc,Atari,0.13,0,0,0.01,0.14,,,,,,;
The Bombing Islands,PS,1997,Platform,Kemco,0.08,0.05,0,0.01,0.14,,,,,,;
Yogi Bear: The Video Game,DS,2010,Action,D3Publisher,0.1,0.03,0,0.01,0.14,,,,,,;
Earth Defense Force 2: Invaders from Planet Space,PSP,2011,Action,D3Publisher,0,0,0.14,0,0.14,,,,,,;
Just Cause,X360,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,73,57,7.2,52,Avalanche Studios,M;
Hot Wheels: Beat That!,Wii,2007,Racing,Activision,0.13,0,0,0.01,0.14,,,5.3,9,Eutechnyx,E;
X-Blades,X360,2009,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14,50,39,5.4,14,Gaijin Entertainment,M;
Odin Sphere: Leifthrasir,PSV,2016,Role-Playing,Nippon Ichi Software,0.02,0.02,0.09,0.01,0.14,93,5,7.9,83,Vanillaware,T;
Homefront: The Revolution,XOne,2016,Shooter,Deep Silver,0.06,0.07,0,0.01,0.14,49,12,4.1,106,Deep Silver Dambuster Studios,M;
Gyakuten Saiban 2,GBA,2002,Action,Capcom,0,0,0.14,0,0.14,,,,,,;
Micro Machines,PS2,2002,Racing,Atari,0.07,0.05,0,0.02,0.14,54,6,tbd,,Atari,E;
TRINITY: Souls of Zill O'll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,55,34,6.2,33,Omega Force,T;
Detective Barbie: The Mystery Cruise,PS,1999,Adventure,Mattel Interactive,0.08,0.05,0,0.01,0.14,,,,,,;
Jim Henson's the Muppets: On With the Show!,GBA,2003,Action,TDK Mediactive,0.1,0.04,0,0,0.14,,,,,,;
Desire,SAT,1997,Adventure,Imadio,0,0,0.14,0,0.14,,,,,,;
Asphalt: Urban GT 2,DS,2006,Racing,Ubisoft,0.09,0.04,0,0.01,0.14,,,6.9,13,Virtuos,E10+;
Pro Yaky? Spirits 2014,PS3,2014,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14,,,,,,;
Virtua Tennis 4,Wii,2011,Sports,Sega,0.05,0.08,0,0.01,0.14,65,15,7.5,4,Sega,E;
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Platform,Disney Interactive Studios,0.1,0.04,0,0,0.14,71,5,5.5,6,TOSE,E10+;
Frank Thomas Big Hurt Baseball,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01,0.14,,,,,,;
Power Pro Kun Pocket 8,DS,2005,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14,,,,,,;
Enclave,XB,2002,Adventure,Swing! Entertainment,0.11,0.03,0,0.01,0.14,66,28,8.4,13,Starbreeze,M;
Sid Meier's Pirates!,XB,2005,Strategy,Take-Two Interactive,0.11,0.03,0,0.01,0.14,,,,,,;
Wild ARMs XF,PSP,2007,Role-Playing,505 Games,0.07,0,0.06,0.01,0.14,64,22,6.6,19,Media Vision,E10+;
Bottom of the 9th,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0,0.01,0.14,,,,,,;
7 Days to Die,PS4,2016,Action,Telltale Games,0.04,0.08,0,0.02,0.14,45,16,5.9,140,The Fun Pimps Entertainment LLC,M;
Rayman Legends,PSV,2014,Platform,Ubisoft,0.01,0.1,0,0.03,0.14,87,8,8.4,159,Ubisoft Montpellier,E10+;
Dino Crisis 3,XB,2003,Action,Capcom,0.08,0.03,0.03,0,0.14,51,28,4.1,22,Capcom,M;
NFL Blitz 20-03,GC,2002,Sports,Midway Games,0.11,0.03,0,0,0.14,72,11,tbd,,Point of View,E;
The King of Fighters '94 (CD),NG,1993,Fighting,SNK,0,0,0.14,0,0.14,,,,,,;
Horse Life Adventures,Wii,2008,Simulation,Deep Silver,0.12,0.01,0,0.01,0.14,,,tbd,,Neko Entertainment,E;
College Hoops 2K8,PS3,2007,Sports,Take-Two Interactive,0.13,0,0,0.01,0.14,82,18,5.2,6,Visual Concepts,E;
Risen,PC,2009,Role-Playing,Deep Silver,0,0.11,0,0.02,0.14,77,32,8.1,676,Piranha Bytes,M;
Barbie Explorer,PS,2001,Platform,Unknown,0.08,0.05,0,0.01,0.14,,,,,,;
Disney's Chicken Little,XB,2005,Platform,Disney Interactive Studios,0.1,0.03,0,0,0.14,68,15,tbd,,Avalanche Software,E10+;
Transformers: Devastation,XOne,2015,Action,Activision,0.09,0.04,0,0.01,0.14,75,25,7.9,55,PlatinumGames,T;
The Darkness II,PC,2012,Shooter,Take-Two Interactive,0.1,0.03,0,0.01,0.14,77,20,7.6,448,Digital Extremes,M;
Age of Empires: Collector's Edition,PC,2000,Strategy,Ubisoft,0.02,0.1,0,0.02,0.14,,,8,6,Ensemble Studios,T;
Agile Warrior F-111X,PS,1995,Simulation,Virgin Interactive,0.08,0.05,0,0.01,0.14,,,,,,;
Jikkyou Powerful Pro Yakyuu Wii,Wii,2007,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14,,,,,,;
Eragon,X360,2006,Action,Vivendi Games,0.12,0.01,0,0.01,0.14,48,32,5.7,24,Stormfront Studios,T;
Dynasty Warriors 7: Empires,PS3,2012,Action,Ubisoft Annecy,0,0,0.14,0,0.14,63,20,8,22,Omega Force,T;
Super Puzzle Fighter II Turbo,PS,1996,Puzzle,Virgin Interactive,0.08,0.05,0,0.01,0.14,83,9,7.4,5,Capcom,E;
Star Wars: Jedi Power Battles,GBA,2002,Action,THQ,0.1,0.04,0,0,0.14,58,8,tbd,,HotGen,T;
Scene It? Bright Lights! Big Screen!,Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.13,0,0,0.01,0.14,,,,,,;
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002,Fighting,Namco Bandai Games,0.04,0.01,0.08,0,0.14,,,,,,;
Bejeweled 3,X360,N/A,Puzzle,Unknown,0.13,0,0,0.01,0.14,78,13,8.4,11,PopCap,E;
Space Venus starring Morning Musume,PS2,2001,Misc,Sony Music Entertainment,0,0,0.14,0,0.14,,,,,,;
To Heart,PS,1999,Adventure,Aqua Plus,0,0,0.13,0.01,0.14,,,,,,;
Let's Cheer,X360,2011,Misc,Take-Two Interactive,0.12,0,0,0.01,0.14,,,,,,;
RockMan & Forte,SNES,1998,Platform,Capcom,0,0,0.14,0,0.14,,,,,,;
Doukyuusei,TG16,1995,Adventure,NEC,0,0,0.14,0,0.14,,,,,,;
Dead Island Definitive Collection,PS4,2016,Action,Deep Silver,0.03,0.07,0.01,0.02,0.14,63,32,6.4,45,Techland,M;
Dragon Age: Origins - Ultimate Edition,PC,2010,Role-Playing,Electronic Arts,0,0.12,0,0.02,0.14,,,,,,;
MySims Collection,Wii,2010,Misc,Electronic Arts,0.13,0,0,0.01,0.14,,,tbd,,Full Fat,E;
Master Jin Jin's IQ Challenge,DS,2006,Misc,505 Games,0.13,0,0,0.01,0.14,38,4,tbd,,Astroll,E;
Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,Ubisoft,0.11,0.02,0,0.01,0.14,72,24,7.8,12,Ubisoft Romania,T;
The History Channel: Civil War - A Nation Divided,X360,2006,Shooter,Activision,0.13,0,0,0.01,0.14,,,,,,;
Rayman Arena,GC,2002,Racing,Ubisoft,0.11,0.03,0,0,0.14,60,10,7.2,6,Ubisoft,E;
FIFA 06 Soccer,GC,2005,Sports,Electronic Arts,0.11,0.03,0,0,0.14,,,,,,;
DmC: Devil May Cry,XOne,2015,Action,Capcom,0.08,0.04,0,0.01,0.14,,,,,,;
How to Train Your Dragon,X360,2010,Action,Activision,0.11,0.02,0,0.01,0.14,58,23,7.6,10,Etranges Libellules,E10+;
Farming Simulator 2012,3DS,2012,Action,Excalibur Publishing,0,0.12,0,0.01,0.14,,,,,,;
4x4 EVO 2,GC,2002,Racing,Vivendi Games,0.11,0.03,0,0,0.14,56,7,tbd,,Terminal Reality,E;
Pro Yakyuu Netsu Star 2006,PS2,2006,Sports,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,;
Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,0,0.13,0,0.01,0.14,71,31,3.8,773,Visceral Games,M;
Cyber Sled,PS,1995,Action,Sony Computer Entertainment,0,0,0.13,0.01,0.14,,,,,,;
Puyo Puyo!! 20th Anniversary,DS,2011,Puzzle,Sega,0,0,0.14,0,0.14,,,,,,;
Shining Soul,GBA,2002,Role-Playing,Atari,0.03,0.01,0.09,0,0.14,58,13,8.5,8,Next Entertainment,E;
Brothers: A Tale of Two Sons,PS4,2015,Adventure,505 Games,0.03,0.08,0,0.02,0.14,81,10,8.6,73,Starbreeze,T;
Monster Lab,DS,2008,Role-Playing,Eidos Interactive,0.12,0.01,0,0.01,0.14,75,8,tbd,,Backbone Entertainment,E10+;
In the Hunt,PS,1995,Shooter,THQ,0.03,0.02,0.07,0.01,0.14,,,,,,;
Daytona USA Championship Circuit Edition,SAT,1995,Racing,Sega,0,0,0.14,0,0.14,,,,,,;
Marvel vs. Capcom 2: New Age of Heroes,XB,2002,Fighting,Capcom,0.09,0.03,0.01,0,0.14,,,,,,;
SNK vs. Capcom: The Match of the Millennium,PS2,2006,Fighting,Sega,0,0.02,0,0.12,0.14,,,,,,;
Dead Rising 2,PC,2010,Action,Capcom,0.1,0.02,0,0.01,0.14,78,17,6.3,211,Blue Castle Games,M;
Paws & Claws: Pet Vet 2,DS,2007,Simulation,THQ,0.13,0,0,0.01,0.14,,,,,,;
Ape Escape Academy (jp sales),PSP,2004,Misc,Sony Computer Entertainment,0,0,0.13,0,0.14,,,,,,;
Fear Factor: Unleashed,GBA,2004,Action,Hip Interactive,0.1,0.04,0,0,0.14,30,15,3,4,DC Studios,T;
Hard Rock Casino,PSP,2007,Misc,Oxygen Interactive,0.12,0,0,0.01,0.14,44,8,tbd,,Farsight Studios,T;
Robots,DS,2005,Action,Vivendi Games,0.12,0,0,0.01,0.14,,,6.7,6,Griptonite Games,E;
Houshinengi,PS,1998,Strategy,Tecmo Koei,0,0,0.13,0.01,0.14,,,,,,;
7th Dragon,DS,2009,Role-Playing,Sega,0,0,0.14,0,0.14,,,,,,;
Bust-A-Move Deluxe,PSP,2006,Puzzle,505 Games,0.13,0,0,0.01,0.14,67,7,tbd,,Taito Corporation,E;
Murdered: Soul Suspect,PS3,2014,Action,Square Enix,0.05,0.05,0.02,0.02,0.14,,,7.1,55,Airtight Games,M;
